"","Filename","Date","Hour","Foraging","Total_Events","Year","Month","Day"
"939","Potomac 2017 06 02 POD2969 file01.CP677",2017-07-21,9,FALSE,1,"2017","07","21"
"940","Potomac 2017 06 02 POD2969 file01.CP678",2017-07-21,10,FALSE,1,"2017","07","21"
"941","Potomac 2017 06 02 POD2969 file01.CP679",2017-07-21,12,FALSE,10,"2017","07","21"
"942","Potomac 2017 06 02 POD2969 file01.CP680",2017-07-21,12,TRUE,17,"2017","07","21"
"943","Potomac 2017 06 02 POD2969 file01.CP681",2017-07-21,13,FALSE,12,"2017","07","21"
"944","Potomac 2017 06 02 POD2969 file01.CP682",2017-07-21,13,TRUE,1,"2017","07","21"
"945","Potomac 2017 06 02 POD2969 file01.CP683",2017-07-21,15,FALSE,2,"2017","07","21"
"946","Potomac 2017 06 02 POD2969 file01.CP684",2017-07-21,15,TRUE,3,"2017","07","21"
"947","Potomac 2017 06 02 POD2969 file01.CP685",2017-07-21,19,FALSE,3,"2017","07","21"
"948","Potomac 2017 06 02 POD2969 file01.CP686",2017-07-21,19,TRUE,12,"2017","07","21"
"949","Potomac 2017 06 02 POD2969 file01.CP687",2017-07-21,20,FALSE,22,"2017","07","21"
"950","Potomac 2017 06 02 POD2969 file01.CP688",2017-07-21,20,TRUE,21,"2017","07","21"
"951","Potomac 2017 06 02 POD2969 file01.CP689",2017-07-21,21,FALSE,7,"2017","07","21"
"952","Potomac 2017 06 02 POD2969 file01.CP690",2017-07-21,21,TRUE,3,"2017","07","21"
"953","Potomac 2017 06 02 POD2969 file01.CP691",2017-07-21,22,FALSE,10,"2017","07","21"
"954","Potomac 2017 06 02 POD2969 file01.CP692",2017-07-21,22,TRUE,7,"2017","07","21"
"955","Potomac 2017 06 02 POD2969 file01.CP693",2017-07-21,23,FALSE,2,"2017","07","21"
"956","Potomac 2017 06 02 POD2969 file01.CP694",2017-07-21,23,TRUE,1,"2017","07","21"
"957","Potomac 2017 06 02 POD2969 file01.CP695",2017-07-22,0,FALSE,9,"2017","07","22"
"958","Potomac 2017 06 02 POD2969 file01.CP696",2017-07-22,0,TRUE,11,"2017","07","22"
"959","Potomac 2017 06 02 POD2969 file01.CP697",2017-07-22,1,FALSE,26,"2017","07","22"
"960","Potomac 2017 06 02 POD2969 file01.CP698",2017-07-22,1,TRUE,5,"2017","07","22"
"961","Potomac 2017 06 02 POD2969 file01.CP699",2017-07-22,2,FALSE,18,"2017","07","22"
"962","Potomac 2017 06 02 POD2969 file01.CP700",2017-07-22,2,TRUE,5,"2017","07","22"
"963","Potomac 2017 06 02 POD2969 file01.CP701",2017-07-22,3,FALSE,9,"2017","07","22"
"964","Potomac 2017 06 02 POD2969 file01.CP702",2017-07-22,5,FALSE,4,"2017","07","22"
"965","Potomac 2017 06 02 POD2969 file01.CP703",2017-07-22,6,FALSE,11,"2017","07","22"
"966","Potomac 2017 06 02 POD2969 file01.CP704",2017-07-22,6,TRUE,3,"2017","07","22"
"967","Potomac 2017 06 02 POD2969 file01.CP705",2017-07-22,8,FALSE,2,"2017","07","22"
"968","Potomac 2017 06 02 POD2969 file01.CP706",2017-07-22,12,FALSE,2,"2017","07","22"
"969","Potomac 2017 06 02 POD2969 file01.CP707",2017-07-22,15,FALSE,2,"2017","07","22"
"970","Potomac 2017 06 02 POD2969 file01.CP708",2017-07-22,21,FALSE,4,"2017","07","22"
"971","Potomac 2017 06 02 POD2969 file01.CP709",2017-07-22,21,TRUE,2,"2017","07","22"
"972","Potomac 2017 06 02 POD2969 file01.CP710",2017-07-23,0,FALSE,18,"2017","07","23"
"973","Potomac 2017 06 02 POD2969 file01.CP711",2017-07-23,0,TRUE,2,"2017","07","23"
"974","Potomac 2017 06 02 POD2969 file01.CP712",2017-07-23,2,FALSE,5,"2017","07","23"
"975","Potomac 2017 06 02 POD2969 file01.CP713",2017-07-23,2,TRUE,1,"2017","07","23"
"976","Potomac 2017 06 02 POD2969 file01.CP714",2017-07-23,6,FALSE,5,"2017","07","23"
"977","Potomac 2017 06 02 POD2969 file01.CP715",2017-07-23,7,FALSE,2,"2017","07","23"
"978","Potomac 2017 06 02 POD2969 file01.CP716",2017-07-23,8,FALSE,2,"2017","07","23"
"979","Potomac 2017 06 02 POD2969 file01.CP717",2017-07-23,9,FALSE,3,"2017","07","23"
"980","Potomac 2017 06 02 POD2969 file01.CP718",2017-07-23,9,TRUE,2,"2017","07","23"
"981","Potomac 2017 06 02 POD2969 file01.CP719",2017-07-23,14,FALSE,3,"2017","07","23"
"982","Potomac 2017 06 02 POD2969 file01.CP720",2017-07-23,14,TRUE,8,"2017","07","23"
"983","Potomac 2017 06 02 POD2969 file01.CP721",2017-07-23,15,FALSE,1,"2017","07","23"
"984","Potomac 2017 06 02 POD2969 file01.CP722",2017-07-23,15,TRUE,3,"2017","07","23"
"985","Potomac 2017 06 02 POD2969 file01.CP723",2017-07-23,16,FALSE,1,"2017","07","23"
"986","Potomac 2017 06 02 POD2969 file01.CP724",2017-07-23,16,TRUE,1,"2017","07","23"
"987","Potomac 2017 06 02 POD2969 file01.CP725",2017-07-23,19,FALSE,1,"2017","07","23"
"988","Potomac 2017 06 02 POD2969 file01.CP726",2017-07-23,22,FALSE,3,"2017","07","23"
"989","Potomac 2017 06 02 POD2969 file01.CP727",2017-07-23,22,TRUE,2,"2017","07","23"
"990","Potomac 2017 06 02 POD2969 file01.CP728",2017-07-23,23,FALSE,7,"2017","07","23"
"991","Potomac 2017 06 02 POD2969 file01.CP729",2017-07-23,23,TRUE,6,"2017","07","23"
"992","Potomac 2017 06 02 POD2969 file01.CP730",2017-07-24,2,FALSE,18,"2017","07","24"
"993","Potomac 2017 06 02 POD2969 file01.CP731",2017-07-24,2,TRUE,3,"2017","07","24"
"994","Potomac 2017 06 02 POD2969 file01.CP732",2017-07-24,3,FALSE,3,"2017","07","24"
"995","Potomac 2017 06 02 POD2969 file01.CP733",2017-07-24,22,FALSE,1,"2017","07","24"
"996","Potomac 2017 06 02 POD2969 file01.CP734",2017-07-24,22,TRUE,2,"2017","07","24"
"997","Potomac 2017 06 02 POD2969 file01.CP735",2017-07-24,23,FALSE,3,"2017","07","24"
"998","Potomac 2017 06 02 POD2969 file01.CP736",2017-07-25,5,FALSE,1,"2017","07","25"
"999","Potomac 2017 06 02 POD2969 file01.CP737",2017-07-25,8,FALSE,1,"2017","07","25"
"1000","Potomac 2017 06 02 POD2969 file01.CP738",2017-07-25,8,TRUE,2,"2017","07","25"
"1001","Potomac 2017 06 02 POD2969 file01.CP739",2017-07-25,9,FALSE,10,"2017","07","25"
"1002","Potomac 2017 06 02 POD2969 file01.CP740",2017-07-25,9,TRUE,2,"2017","07","25"
"1003","Potomac 2017 06 02 POD2969 file01.CP741",2017-07-25,10,TRUE,1,"2017","07","25"
"1004","Potomac 2017 06 02 POD2969 file01.CP742",2017-07-25,14,FALSE,6,"2017","07","25"
"1005","Potomac 2017 06 02 POD2969 file01.CP743",2017-07-25,14,TRUE,1,"2017","07","25"
"1006","Potomac 2017 06 02 POD2969 file01.CP744",2017-07-25,15,FALSE,7,"2017","07","25"
"1007","Potomac 2017 06 02 POD2969 file01.CP745",2017-07-25,15,TRUE,3,"2017","07","25"
"1008","Potomac 2017 06 02 POD2969 file01.CP746",2017-07-25,20,FALSE,3,"2017","07","25"
"1009","Potomac 2017 06 02 POD2969 file01.CP747",2017-07-25,20,TRUE,1,"2017","07","25"
"1010","Potomac 2017 06 02 POD2969 file01.CP748",2017-07-25,22,FALSE,3,"2017","07","25"
"1011","Potomac 2017 06 02 POD2969 file01.CP749",2017-07-25,22,TRUE,3,"2017","07","25"
"1012","Potomac 2017 06 02 POD2969 file01.CP750",2017-07-26,3,FALSE,2,"2017","07","26"
"1013","Potomac 2017 06 02 POD2969 file01.CP751",2017-07-26,6,FALSE,1,"2017","07","26"
"1014","Potomac 2017 06 02 POD2969 file01.CP752",2017-07-26,9,FALSE,2,"2017","07","26"
"1015","Potomac 2017 06 02 POD2969 file01.CP753",2017-07-26,9,TRUE,1,"2017","07","26"
"1016","Potomac 2017 06 02 POD2969 file01.CP754",2017-07-26,10,FALSE,9,"2017","07","26"
"1017","Potomac 2017 06 02 POD2969 file01.CP755",2017-07-26,10,TRUE,10,"2017","07","26"
"1018","Potomac 2017 06 02 POD2969 file01.CP756",2017-07-26,12,FALSE,10,"2017","07","26"
"1019","Potomac 2017 06 02 POD2969 file01.CP757",2017-07-26,12,TRUE,20,"2017","07","26"
"1020","Potomac 2017 06 02 POD2969 file01.CP758",2017-07-26,13,FALSE,23,"2017","07","26"
"1021","Potomac 2017 06 02 POD2969 file01.CP759",2017-07-26,13,TRUE,15,"2017","07","26"
"1022","Potomac 2017 06 02 POD2969 file01.CP760",2017-07-26,14,FALSE,12,"2017","07","26"
"1023","Potomac 2017 06 02 POD2969 file01.CP761",2017-07-26,14,TRUE,9,"2017","07","26"
"1024","Potomac 2017 06 02 POD2969 file01.CP762",2017-07-26,16,FALSE,1,"2017","07","26"
"1025","Potomac 2017 06 02 POD2969 file01.CP763",2017-07-27,7,FALSE,8,"2017","07","27"
"1026","Potomac 2017 06 02 POD2969 file01.CP764",2017-07-27,7,TRUE,1,"2017","07","27"
"1027","Potomac 2017 06 02 POD2969 file01.CP765",2017-07-27,8,FALSE,6,"2017","07","27"
"1028","Potomac 2017 06 02 POD2969 file01.CP766",2017-07-27,8,TRUE,5,"2017","07","27"
"1029","Potomac 2017 06 02 POD2969 file01.CP767",2017-07-27,13,FALSE,2,"2017","07","27"
"1030","Potomac 2017 06 02 POD2969 file01.CP768",2017-07-27,16,FALSE,8,"2017","07","27"
"1031","Potomac 2017 06 02 POD2969 file01.CP769",2017-07-27,16,TRUE,12,"2017","07","27"
"1032","Potomac 2017 06 02 POD2969 file01.CP770",2017-07-28,1,FALSE,7,"2017","07","28"
"1033","Potomac 2017 06 02 POD2969 file01.CP771",2017-07-28,1,TRUE,6,"2017","07","28"
"1034","Potomac 2017 06 02 POD2969 file01.CP772",2017-07-28,7,FALSE,1,"2017","07","28"
"1035","Potomac 2017 06 02 POD2969 file01.CP773",2017-07-28,7,TRUE,1,"2017","07","28"
"1036","Potomac 2017 06 02 POD2969 file01.CP774",2017-07-28,10,FALSE,10,"2017","07","28"
"1037","Potomac 2017 06 02 POD2969 file01.CP775",2017-07-28,10,TRUE,7,"2017","07","28"
"1038","Potomac 2017 06 02 POD2969 file01.CP776",2017-07-28,11,FALSE,5,"2017","07","28"
"1039","Potomac 2017 06 02 POD2969 file01.CP777",2017-07-28,11,TRUE,6,"2017","07","28"
"1040","Potomac 2017 06 02 POD2969 file01.CP778",2017-07-29,5,FALSE,5,"2017","07","29"
"1041","Potomac 2017 06 02 POD2969 file01.CP779",2017-07-29,5,TRUE,6,"2017","07","29"
"1042","Potomac 2017 06 02 POD2969 file01.CP780",2017-07-29,9,FALSE,1,"2017","07","29"
"1043","Potomac 2017 06 02 POD2969 file01.CP781",2017-07-29,14,FALSE,1,"2017","07","29"
"1044","Potomac 2017 06 02 POD2969 file01.CP782",2017-07-29,17,FALSE,1,"2017","07","29"
"1045","Potomac 2017 06 02 POD2969 file01.CP783",2017-07-30,0,FALSE,19,"2017","07","30"
"1046","Potomac 2017 06 02 POD2969 file01.CP784",2017-07-30,0,TRUE,5,"2017","07","30"
"1047","Potomac 2017 06 02 POD2969 file01.CP785",2017-07-30,1,FALSE,1,"2017","07","30"
"1048","Potomac 2017 06 02 POD2969 file01.CP786",2017-07-30,3,FALSE,2,"2017","07","30"
"1049","Potomac 2017 06 02 POD2969 file01.CP787",2017-07-30,3,TRUE,1,"2017","07","30"
"1050","Potomac 2017 06 02 POD2969 file01.CP788",2017-07-30,4,FALSE,1,"2017","07","30"
"1051","Potomac 2017 06 02 POD2969 file01.CP789",2017-07-30,7,FALSE,1,"2017","07","30"
"1052","Potomac 2017 06 02 POD2969 file01.CP790",2017-07-30,8,FALSE,4,"2017","07","30"
"1053","Potomac 2017 06 02 POD2969 file01.CP791",2017-07-30,9,FALSE,2,"2017","07","30"
"1054","Potomac 2017 06 02 POD2969 file01.CP792",2017-07-30,10,FALSE,7,"2017","07","30"
"1055","Potomac 2017 06 02 POD2969 file01.CP793",2017-07-30,11,FALSE,1,"2017","07","30"
"1056","Potomac 2017 06 02 POD2969 file01.CP794",2017-07-30,13,FALSE,3,"2017","07","30"
"1057","Potomac 2017 06 02 POD2969 file01.CP795",2017-07-30,18,FALSE,2,"2017","07","30"
"1058","Potomac 2017 06 02 POD2969 file01.CP796",2017-07-30,19,FALSE,2,"2017","07","30"
"1059","Potomac 2017 06 02 POD2969 file01.CP797",2017-07-30,19,TRUE,1,"2017","07","30"
"1060","Potomac 2017 06 02 POD2969 file01.CP798",2017-07-30,21,FALSE,8,"2017","07","30"
"1061","Potomac 2017 06 02 POD2969 file01.CP799",2017-07-30,21,TRUE,4,"2017","07","30"
"1062","Potomac 2017 06 02 POD2969 file01.CP800",2017-07-31,2,FALSE,5,"2017","07","31"
"1063","Potomac 2017 06 02 POD2969 file01.CP801",2017-07-31,4,FALSE,14,"2017","07","31"
"1064","Potomac 2017 06 02 POD2969 file01.CP802",2017-07-31,4,TRUE,3,"2017","07","31"
"1065","Potomac 2017 06 02 POD2969 file01.CP803",2017-07-31,5,FALSE,9,"2017","07","31"
"1066","Potomac 2017 06 02 POD2969 file01.CP804",2017-07-31,5,TRUE,16,"2017","07","31"
"1067","Potomac 2017 06 02 POD2969 file01.CP805",2017-07-31,6,TRUE,7,"2017","07","31"
"1068","Potomac 2017 06 02 POD2969 file01.CP806",2017-07-31,12,FALSE,7,"2017","07","31"
"1069","Potomac 2017 06 02 POD2969 file01.CP807",2017-07-31,13,FALSE,9,"2017","07","31"
"1070","Potomac 2017 06 02 POD2969 file01.CP808",2017-07-31,13,TRUE,1,"2017","07","31"
"1071","Potomac 2017 06 02 POD2969 file01.CP809",2017-07-31,15,FALSE,4,"2017","07","31"
"1072","Potomac 2017 06 02 POD2969 file01.CP810",2017-07-31,17,FALSE,12,"2017","07","31"
"1073","Potomac 2017 06 02 POD2969 file01.CP811",2017-07-31,17,TRUE,30,"2017","07","31"
"1074","Potomac 2017 06 02 POD2969 file01.CP812",2017-07-31,18,FALSE,3,"2017","07","31"
"1075","Potomac 2017 06 02 POD2969 file01.CP813",2017-07-31,18,TRUE,3,"2017","07","31"
"1076","Potomac 2017 06 02 POD2969 file01.CP814",2017-07-31,23,FALSE,2,"2017","07","31"
"1077","Potomac 2017 06 02 POD2969 file01.CP815",2017-08-01,0,FALSE,12,"2017","08","01"
"1078","Potomac 2017 06 02 POD2969 file01.CP816",2017-08-01,0,TRUE,3,"2017","08","01"
"1079","Potomac 2017 06 02 POD2969 file01.CP817",2017-08-01,1,FALSE,2,"2017","08","01"
"1080","Potomac 2017 06 02 POD2969 file01.CP818",2017-08-01,1,TRUE,2,"2017","08","01"
"1081","Potomac 2017 06 02 POD2969 file01.CP819",2017-08-01,3,FALSE,4,"2017","08","01"
"1082","Potomac 2017 06 02 POD2969 file01.CP820",2017-08-01,4,FALSE,3,"2017","08","01"
"1083","Potomac 2017 06 02 POD2969 file01.CP821",2017-08-01,4,TRUE,1,"2017","08","01"
"1084","Potomac 2017 06 02 POD2969 file01.CP822",2017-08-01,9,FALSE,3,"2017","08","01"
"1085","Potomac 2017 06 02 POD2969 file01.CP823",2017-08-01,9,TRUE,2,"2017","08","01"
"1086","Potomac 2017 06 02 POD2969 file01.CP824",2017-08-01,11,FALSE,4,"2017","08","01"
"1087","Potomac 2017 06 02 POD2969 file01.CP825",2017-08-01,13,TRUE,1,"2017","08","01"
"1088","Potomac 2017 06 02 POD2969 file01.CP826",2017-08-01,14,FALSE,8,"2017","08","01"
"1089","Potomac 2017 06 02 POD2969 file01.CP827",2017-08-01,14,TRUE,20,"2017","08","01"
"1090","Potomac 2017 06 02 POD2969 file01.CP828",2017-08-02,3,FALSE,3,"2017","08","02"
"1091","Potomac 2017 06 02 POD2969 file01.CP829",2017-08-02,3,TRUE,3,"2017","08","02"
"1092","Potomac 2017 06 02 POD2969 file01.CP830",2017-08-02,4,FALSE,12,"2017","08","02"
"1093","Potomac 2017 06 02 POD2969 file01.CP831",2017-08-02,4,TRUE,5,"2017","08","02"
"1094","Potomac 2017 06 02 POD2969 file01.CP832",2017-08-02,5,FALSE,1,"2017","08","02"
"1095","Potomac 2017 06 02 POD2969 file01.CP833",2017-08-02,22,FALSE,3,"2017","08","02"
"1096","Potomac 2017 06 02 POD2969 file01.CP834",2017-08-03,2,FALSE,19,"2017","08","03"
"1097","Potomac 2017 06 02 POD2969 file01.CP835",2017-08-03,2,TRUE,1,"2017","08","03"
"1098","Potomac 2017 06 02 POD2969 file01.CP836",2017-08-03,3,FALSE,6,"2017","08","03"
"1099","Potomac 2017 06 02 POD2969 file01.CP837",2017-08-03,3,TRUE,1,"2017","08","03"
"1100","Potomac 2017 06 02 POD2969 file01.CP838",2017-08-03,5,FALSE,6,"2017","08","03"
"1101","Potomac 2017 06 02 POD2969 file01.CP839",2017-08-03,6,FALSE,13,"2017","08","03"
"1102","Potomac 2017 06 02 POD2969 file01.CP840",2017-08-03,6,TRUE,1,"2017","08","03"
"1103","Potomac 2017 06 02 POD2969 file01.CP841",2017-08-03,18,FALSE,6,"2017","08","03"
"1104","Potomac 2017 06 02 POD2969 file01.CP842",2017-08-03,18,TRUE,7,"2017","08","03"
"1105","Potomac 2017 06 02 POD2969 file01.CP843",2017-08-03,19,FALSE,1,"2017","08","03"
"1106","Potomac 2017 06 02 POD2969 file01.CP844",2017-08-03,19,TRUE,3,"2017","08","03"
"1107","Potomac 2017 06 02 POD2969 file01.CP845",2017-08-04,0,FALSE,12,"2017","08","04"
"1108","Potomac 2017 06 02 POD2969 file01.CP846",2017-08-04,0,TRUE,1,"2017","08","04"
"1109","Potomac 2017 06 02 POD2969 file01.CP847",2017-08-04,6,FALSE,2,"2017","08","04"
"1110","Potomac 2017 06 02 POD2969 file01.CP848",2017-08-04,6,TRUE,3,"2017","08","04"
"1111","Potomac 2017 06 02 POD2969 file01.CP849",2017-08-04,7,FALSE,2,"2017","08","04"
"1112","Potomac 2017 06 02 POD2969 file01.CP850",2017-08-04,7,TRUE,1,"2017","08","04"
"1113","Potomac 2017 06 02 POD2969 file01.CP851",2017-08-04,9,FALSE,18,"2017","08","04"
"1114","Potomac 2017 06 02 POD2969 file01.CP852",2017-08-04,9,TRUE,15,"2017","08","04"
"1115","Potomac 2017 06 02 POD2969 file01.CP853",2017-08-04,10,FALSE,4,"2017","08","04"
"1116","Potomac 2017 06 02 POD2969 file01.CP854",2017-08-04,13,FALSE,1,"2017","08","04"
"1117","Potomac 2017 06 02 POD2969 file01.CP855",2017-08-04,18,FALSE,1,"2017","08","04"
"1118","Potomac 2017 06 02 POD2969 file01.CP856",2017-08-04,21,FALSE,2,"2017","08","04"
"1119","Potomac 2017 06 02 POD2969 file01.CP857",2017-08-04,22,FALSE,2,"2017","08","04"
"1120","Potomac 2017 06 02 POD2969 file01.CP858",2017-08-04,23,FALSE,7,"2017","08","04"
"1121","Potomac 2017 06 02 POD2969 file01.CP859",2017-08-04,23,TRUE,1,"2017","08","04"
"1122","Potomac 2017 06 02 POD2969 file01.CP860",2017-08-05,0,FALSE,9,"2017","08","05"
"1123","Potomac 2017 06 02 POD2969 file01.CP861",2017-08-05,0,TRUE,9,"2017","08","05"
"1124","Potomac 2017 06 02 POD2969 file01.CP862",2017-08-05,1,FALSE,9,"2017","08","05"
"1125","Potomac 2017 06 02 POD2969 file01.CP863",2017-08-05,1,TRUE,4,"2017","08","05"
"1126","Potomac 2017 06 02 POD2969 file01.CP864",2017-08-05,2,FALSE,3,"2017","08","05"
"1127","Potomac 2017 06 02 POD2969 file01.CP865",2017-08-05,2,TRUE,5,"2017","08","05"
"1128","Potomac 2017 06 02 POD2969 file01.CP866",2017-08-05,5,FALSE,2,"2017","08","05"
"1129","Potomac 2017 06 02 POD2969 file01.CP867",2017-08-05,5,TRUE,1,"2017","08","05"
"1130","Potomac 2017 06 02 POD2969 file01.CP868",2017-08-05,7,FALSE,5,"2017","08","05"
"1131","Potomac 2017 06 02 POD2969 file01.CP869",2017-08-05,11,FALSE,3,"2017","08","05"
"1132","Potomac 2017 06 02 POD2969 file01.CP870",2017-08-05,23,FALSE,2,"2017","08","05"
"1133","Potomac 2017 06 02 POD2969 file01.CP871",2017-08-05,23,TRUE,2,"2017","08","05"
"1134","Potomac 2017 06 02 POD2969 file01.CP872",2017-08-06,0,TRUE,1,"2017","08","06"
"1135","Potomac 2017 06 02 POD2969 file01.CP873",2017-08-06,1,FALSE,1,"2017","08","06"
"1136","Potomac 2017 06 02 POD2969 file01.CP874",2017-08-06,1,TRUE,1,"2017","08","06"
"1137","Potomac 2017 06 02 POD2969 file01.CP875",2017-08-06,5,FALSE,2,"2017","08","06"
"1138","Potomac 2017 06 02 POD2969 file01.CP876",2017-08-06,9,FALSE,11,"2017","08","06"
"1139","Potomac 2017 06 02 POD2969 file01.CP877",2017-08-06,9,TRUE,7,"2017","08","06"
"1140","Potomac 2017 06 02 POD2969 file01.CP878",2017-08-06,10,FALSE,1,"2017","08","06"
"1141","Potomac 2017 06 02 POD2969 file01.CP879",2017-08-06,10,TRUE,4,"2017","08","06"
"1142","Potomac 2017 06 02 POD2969 file01.CP880",2017-08-06,12,FALSE,2,"2017","08","06"
"1143","Potomac 2017 06 02 POD2969 file01.CP881",2017-08-06,12,TRUE,1,"2017","08","06"
"1144","Potomac 2017 06 02 POD2969 file01.CP882",2017-08-06,15,FALSE,6,"2017","08","06"
"1145","Potomac 2017 06 02 POD2969 file01.CP883",2017-08-06,15,TRUE,4,"2017","08","06"
"1146","Potomac 2017 06 02 POD2969 file01.CP884",2017-08-06,18,FALSE,17,"2017","08","06"
"1147","Potomac 2017 06 02 POD2969 file01.CP885",2017-08-06,18,TRUE,6,"2017","08","06"
"1148","Potomac 2017 06 02 POD2969 file01.CP886",2017-08-06,23,FALSE,2,"2017","08","06"
"1149","Potomac 2017 06 02 POD2969 file01.CP887",2017-08-06,23,TRUE,1,"2017","08","06"
"1150","Potomac 2017 06 02 POD2969 file01.CP888",2017-08-07,0,FALSE,5,"2017","08","07"
"1151","Potomac 2017 06 02 POD2969 file01.CP889",2017-08-07,11,FALSE,4,"2017","08","07"
"1152","Potomac 2017 06 02 POD2969 file01.CP890",2017-08-07,11,TRUE,4,"2017","08","07"
"1153","Potomac 2017 06 02 POD2969 file01.CP891",2017-08-07,12,FALSE,8,"2017","08","07"
"1154","Potomac 2017 06 02 POD2969 file01.CP892",2017-08-07,12,TRUE,13,"2017","08","07"
"1155","Potomac 2017 06 02 POD2969 file01.CP893",2017-08-07,13,FALSE,18,"2017","08","07"
"1156","Potomac 2017 06 02 POD2969 file01.CP894",2017-08-07,13,TRUE,14,"2017","08","07"
"1157","Potomac 2017 06 02 POD2969 file01.CP895",2017-08-08,6,FALSE,1,"2017","08","08"
"1158","Potomac 2017 06 02 POD2969 file01.CP896",2017-08-08,15,FALSE,2,"2017","08","08"
"1159","Potomac 2017 06 02 POD2969 file01.CP897",2017-08-09,2,FALSE,3,"2017","08","09"
"1160","Potomac 2017 06 02 POD2969 file01.CP898",2017-08-09,4,FALSE,9,"2017","08","09"
"1161","Potomac 2017 06 02 POD2969 file01.CP899",2017-08-09,4,TRUE,4,"2017","08","09"
"1162","Potomac 2017 06 02 POD2969 file01.CP900",2017-08-09,10,FALSE,3,"2017","08","09"
"1163","Potomac 2017 06 02 POD2969 file01.CP901",2017-08-09,11,TRUE,3,"2017","08","09"
"1164","Potomac 2017 06 02 POD2969 file01.CP902",2017-08-09,15,TRUE,2,"2017","08","09"
"1165","Potomac 2017 06 02 POD2969 file01.CP903",2017-08-09,23,FALSE,7,"2017","08","09"
"1166","Potomac 2017 06 02 POD2969 file01.CP904",2017-08-09,23,TRUE,13,"2017","08","09"
"1167","Potomac 2017 06 02 POD2969 file01.CP905",2017-08-10,10,FALSE,1,"2017","08","10"
"1168","Potomac 2017 06 02 POD2969 file01.CP906",2017-08-10,10,TRUE,1,"2017","08","10"
"1169","Potomac 2017 06 02 POD2969 file01.CP907",2017-08-10,14,FALSE,1,"2017","08","10"
"1170","Potomac 2017 06 02 POD2969 file01.CP908",2017-08-10,14,TRUE,8,"2017","08","10"
"1171","Potomac 2017 06 02 POD2969 file01.CP909",2017-08-10,19,FALSE,2,"2017","08","10"
"1172","Potomac 2017 06 02 POD2969 file01.CP910",2017-08-10,22,FALSE,6,"2017","08","10"
"1173","Potomac 2017 06 02 POD2969 file01.CP911",2017-08-10,22,TRUE,10,"2017","08","10"
"1174","Potomac 2017 06 02 POD2969 file01.CP912",2017-08-11,5,FALSE,1,"2017","08","11"
"1175","Potomac 2017 06 02 POD2969 file01.CP913",2017-08-11,7,FALSE,8,"2017","08","11"
"1176","Potomac 2017 06 02 POD2969 file01.CP914",2017-08-11,7,TRUE,3,"2017","08","11"
"1177","Potomac 2017 06 02 POD2969 file01.CP915",2017-08-11,8,FALSE,1,"2017","08","11"
"1178","Potomac 2017 06 02 POD2969 file01.CP916",2017-08-11,9,FALSE,1,"2017","08","11"
"1179","Potomac 2017 06 02 POD2969 file01.CP917",2017-08-11,10,FALSE,11,"2017","08","11"
"1180","Potomac 2017 06 02 POD2969 file01.CP918",2017-08-11,10,TRUE,2,"2017","08","11"
"1181","Potomac 2017 06 02 POD2969 file01.CP919",2017-08-11,11,FALSE,1,"2017","08","11"
"1182","Potomac 2017 06 02 POD2969 file01.CP920",2017-08-11,11,TRUE,5,"2017","08","11"
"1183","Potomac 2017 06 02 POD2969 file01.CP921",2017-08-11,20,FALSE,7,"2017","08","11"
"1184","Potomac 2017 06 02 POD2969 file01.CP922",2017-08-11,21,FALSE,2,"2017","08","11"
"1185","Potomac 2017 06 02 POD2969 file01.CP923",2017-08-12,3,FALSE,15,"2017","08","12"
"1186","Potomac 2017 06 02 POD2969 file01.CP924",2017-08-12,5,FALSE,15,"2017","08","12"
"1187","Potomac 2017 06 02 POD2969 file01.CP925",2017-08-12,5,TRUE,2,"2017","08","12"
"1188","Potomac 2017 06 02 POD2969 file01.CP926",2017-08-12,7,FALSE,8,"2017","08","12"
"1189","Potomac 2017 06 02 POD2969 file01.CP927",2017-08-12,7,TRUE,2,"2017","08","12"
"1190","Potomac 2017 06 02 POD2969 file01.CP928",2017-08-12,18,FALSE,4,"2017","08","12"
"1191","Potomac 2017 06 02 POD2969 file01.CP929",2017-08-12,22,FALSE,19,"2017","08","12"
"1192","Potomac 2017 06 02 POD2969 file01.CP930",2017-08-12,22,TRUE,5,"2017","08","12"
"1193","Potomac 2017 06 02 POD2969 file01.CP931",2017-08-12,23,FALSE,2,"2017","08","12"
"1194","Potomac 2017 06 02 POD2969 file01.CP932",2017-08-13,13,FALSE,9,"2017","08","13"
"1195","Potomac 2017 06 02 POD2969 file01.CP933",2017-08-13,13,TRUE,5,"2017","08","13"
"1196","Potomac 2017 06 02 POD2969 file01.CP934",2017-08-13,20,FALSE,2,"2017","08","13"
"1197","Potomac 2017 06 02 POD2969 file01.CP935",2017-08-13,21,FALSE,9,"2017","08","13"
"1198","Potomac 2017 06 02 POD2969 file01.CP936",2017-08-14,0,FALSE,3,"2017","08","14"
"1199","Potomac 2017 06 02 POD2969 file01.CP937",2017-08-14,0,TRUE,1,"2017","08","14"
"1200","Potomac 2017 06 02 POD2969 file01.CP938",2017-08-14,1,FALSE,13,"2017","08","14"
"1201","Potomac 2017 06 02 POD2969 file01.CP939",2017-08-14,1,TRUE,1,"2017","08","14"
"1202","Potomac 2017 06 02 POD2969 file01.CP940",2017-08-14,4,FALSE,16,"2017","08","14"
