Filename,Date,Hour,Foraging,Total_Events
Potomac 2019 05 31 POD2807 file01.CP699,8/20/2019,6,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP700,8/20/2019,8,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP701,8/21/2019,0,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP702,8/21/2019,1,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP703,8/21/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP704,8/21/2019,2,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP705,8/21/2019,7,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP706,8/21/2019,14,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP707,8/21/2019,18,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP708,8/21/2019,19,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP709,8/22/2019,5,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP710,8/22/2019,5,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP711,8/22/2019,6,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP712,8/22/2019,6,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP713,8/22/2019,22,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP714,8/22/2019,22,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP715,8/22/2019,23,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP716,8/23/2019,0,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP717,8/23/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP718,8/23/2019,2,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP719,8/23/2019,3,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP720,8/23/2019,3,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP721,8/23/2019,4,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP722,8/23/2019,4,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP723,8/23/2019,5,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP724,8/23/2019,5,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP725,8/23/2019,10,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP726,8/23/2019,10,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP727,8/23/2019,12,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP728,8/23/2019,12,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP729,8/23/2019,13,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP730,8/24/2019,0,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP731,8/27/2019,2,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP732,8/27/2019,3,FALSE,22
Potomac 2019 05 31 POD2807 file01.CP733,8/27/2019,3,TRUE,25
Potomac 2019 05 31 POD2807 file01.CP734,8/27/2019,4,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP735,8/27/2019,4,TRUE,10
Potomac 2019 05 31 POD2807 file01.CP736,8/27/2019,5,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP737,8/28/2019,2,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP738,8/28/2019,2,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP739,8/28/2019,5,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP740,8/28/2019,8,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP741,8/28/2019,8,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP742,8/30/2019,1,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP743,8/30/2019,2,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP744,8/30/2019,3,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP745,8/30/2019,3,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP746,8/30/2019,5,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP747,8/30/2019,5,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP748,8/30/2019,6,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP749,8/30/2019,6,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP750,9/1/2019,0,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP751,9/1/2019,3,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP752,9/1/2019,3,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP753,9/1/2019,4,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP754,9/1/2019,4,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP755,9/1/2019,13,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP756,9/2/2019,0,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP757,9/2/2019,5,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP758,9/2/2019,6,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP759,9/2/2019,8,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP760,9/2/2019,8,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP761,9/3/2019,17,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP762,9/3/2019,18,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP763,9/4/2019,4,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP764,9/5/2019,2,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP765,9/5/2019,2,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP766,9/5/2019,10,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP767,9/5/2019,13,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP768,9/5/2019,21,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP769,9/6/2019,5,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP770,9/6/2019,11,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP771,9/6/2019,14,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP772,9/6/2019,22,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP773,9/6/2019,22,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP774,9/7/2019,0,FALSE,23
Potomac 2019 05 31 POD2807 file01.CP775,9/7/2019,0,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP776,9/7/2019,3,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP777,9/7/2019,3,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP778,9/7/2019,6,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP779,9/7/2019,6,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP780,9/7/2019,7,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP781,9/7/2019,7,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP782,9/8/2019,0,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP783,9/8/2019,1,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP784,9/8/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP785,9/8/2019,3,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP786,9/8/2019,4,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP787,9/8/2019,4,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP788,9/8/2019,5,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP789,9/8/2019,5,TRUE,20
Potomac 2019 05 31 POD2807 file01.CP790,9/8/2019,6,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP791,9/8/2019,6,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP792,9/9/2019,0,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP793,9/9/2019,3,FALSE,29
Potomac 2019 05 31 POD2807 file01.CP794,9/9/2019,3,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP795,9/9/2019,4,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP796,9/9/2019,4,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP797,9/9/2019,5,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP798,9/9/2019,5,TRUE,17
Potomac 2019 05 31 POD2807 file01.CP799,9/11/2019,0,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP800,9/11/2019,0,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP801,9/11/2019,3,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP802,9/11/2019,3,TRUE,16
Potomac 2019 05 31 POD2807 file01.CP803,9/11/2019,4,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP804,9/11/2019,4,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP805,9/11/2019,5,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP806,9/11/2019,5,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP807,9/11/2019,6,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP808,9/11/2019,8,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP809,9/11/2019,8,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP810,9/11/2019,20,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP811,9/11/2019,23,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP812,9/11/2019,23,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP813,9/12/2019,8,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP814,9/12/2019,8,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP815,9/12/2019,9,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP816,9/12/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP817,9/12/2019,11,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP818,9/12/2019,11,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP819,9/13/2019,0,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP820,9/13/2019,5,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP821,9/13/2019,12,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP822,9/13/2019,13,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP823,9/13/2019,13,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP824,9/13/2019,15,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP825,9/14/2019,17,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP826,9/14/2019,22,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP827,9/14/2019,22,TRUE,21
Potomac 2019 05 31 POD2807 file01.CP828,9/14/2019,23,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP829,9/14/2019,23,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP830,9/15/2019,3,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP831,9/15/2019,3,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP832,9/15/2019,22,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP833,9/15/2019,22,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP834,9/16/2019,4,FALSE,23
Potomac 2019 05 31 POD2807 file01.CP835,9/16/2019,4,TRUE,26
Potomac 2019 05 31 POD2807 file01.CP836,9/16/2019,5,FALSE,20
Potomac 2019 05 31 POD2807 file01.CP837,9/16/2019,5,TRUE,17
Potomac 2019 05 31 POD2807 file01.CP838,9/16/2019,6,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP839,9/16/2019,6,TRUE,11
Potomac 2019 05 31 POD2807 file01.CP840,9/16/2019,13,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP841,9/17/2019,8,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP842,9/18/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP843,9/19/2019,16,FALSE,21
Potomac 2019 05 31 POD2807 file01.CP844,9/19/2019,16,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP845,9/19/2019,17,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP846,9/19/2019,17,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP847,9/20/2019,8,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP848,9/20/2019,8,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP849,9/20/2019,13,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP850,9/20/2019,13,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP851,9/20/2019,17,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP852,9/21/2019,0,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP853,9/21/2019,5,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP854,9/21/2019,8,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP855,9/21/2019,8,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP856,9/21/2019,9,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP857,9/21/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP858,9/22/2019,6,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP859,9/22/2019,7,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP860,9/22/2019,8,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP861,9/24/2019,3,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP862,9/24/2019,3,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP863,9/26/2019,5,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP864,9/26/2019,11,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP865,9/26/2019,11,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP866,9/26/2019,15,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP867,9/27/2019,9,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP868,9/27/2019,9,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP869,9/29/2019,1,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP870,9/29/2019,2,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP871,9/29/2019,2,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP872,9/29/2019,12,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP873,9/29/2019,12,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP874,9/29/2019,23,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP875,10/1/2019,4,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP876,10/1/2019,4,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP877,10/2/2019,0,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP878,10/2/2019,3,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP879,10/2/2019,6,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP880,10/2/2019,6,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP881,10/2/2019,8,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP882,10/2/2019,8,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP883,10/2/2019,15,FALSE,25
Potomac 2019 05 31 POD2807 file01.CP884,10/2/2019,15,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP885,10/2/2019,16,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP886,10/2/2019,23,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP887,10/3/2019,2,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP888,10/3/2019,2,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP889,10/3/2019,22,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP890,10/5/2019,6,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP891,10/5/2019,9,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP892,10/5/2019,10,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP893,10/5/2019,10,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP894,10/6/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP895,10/6/2019,1,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP896,10/6/2019,5,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP897,10/6/2019,13,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP898,10/6/2019,14,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP899,10/7/2019,11,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP900,10/8/2019,5,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP901,10/8/2019,5,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP902,10/8/2019,7,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP903,10/8/2019,12,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP904,10/8/2019,22,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP905,10/8/2019,22,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP906,10/9/2019,0,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP907,10/10/2019,4,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP908,10/10/2019,4,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP909,10/10/2019,9,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP910,10/10/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP911,10/11/2019,5,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP912,10/11/2019,10,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP913,10/11/2019,13,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP914,10/11/2019,13,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP915,10/11/2019,14,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP916,10/11/2019,14,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP917,10/11/2019,16,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP918,10/11/2019,20,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP919,10/12/2019,8,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP920,10/12/2019,8,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP921,10/12/2019,9,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP922,10/12/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP923,10/12/2019,10,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP924,10/12/2019,10,TRUE,12
