Filename,Date,Hour,Foraging,Total_Events
Potomac 2019 05 31 POD2807 file01.CP350,7/20/2019,1,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP351,7/20/2019,2,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP352,7/20/2019,2,TRUE,50
Potomac 2019 05 31 POD2807 file01.CP353,7/20/2019,3,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP354,7/20/2019,3,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP355,7/20/2019,4,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP356,7/20/2019,4,TRUE,16
Potomac 2019 05 31 POD2807 file01.CP357,7/20/2019,5,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP358,7/20/2019,5,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP359,7/20/2019,6,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP360,7/20/2019,6,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP361,7/20/2019,18,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP362,7/20/2019,18,TRUE,10
Potomac 2019 05 31 POD2807 file01.CP363,7/20/2019,19,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP364,7/20/2019,19,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP365,7/21/2019,4,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP366,7/21/2019,4,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP367,7/21/2019,5,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP368,7/21/2019,5,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP369,7/21/2019,6,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP370,7/21/2019,6,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP371,7/22/2019,2,FALSE,29
Potomac 2019 05 31 POD2807 file01.CP372,7/22/2019,2,TRUE,21
Potomac 2019 05 31 POD2807 file01.CP373,7/23/2019,3,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP374,7/23/2019,4,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP375,7/23/2019,4,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP376,7/23/2019,5,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP377,7/23/2019,5,TRUE,20
Potomac 2019 05 31 POD2807 file01.CP378,7/23/2019,6,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP379,7/23/2019,6,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP380,7/23/2019,8,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP381,7/23/2019,8,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP382,7/25/2019,0,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP383,7/25/2019,0,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP384,7/25/2019,1,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP385,7/25/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP386,7/25/2019,8,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP387,7/25/2019,9,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP388,7/25/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP389,7/25/2019,13,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP390,7/25/2019,13,TRUE,22
Potomac 2019 05 31 POD2807 file01.CP391,7/25/2019,14,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP392,7/25/2019,14,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP393,7/25/2019,15,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP394,7/25/2019,16,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP395,7/25/2019,20,FALSE,22
Potomac 2019 05 31 POD2807 file01.CP396,7/25/2019,20,TRUE,17
Potomac 2019 05 31 POD2807 file01.CP397,7/25/2019,21,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP398,7/25/2019,21,TRUE,20
Potomac 2019 05 31 POD2807 file01.CP399,7/25/2019,23,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP400,7/25/2019,23,TRUE,12
Potomac 2019 05 31 POD2807 file01.CP401,7/26/2019,0,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP402,7/26/2019,0,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP403,7/26/2019,1,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP404,7/26/2019,1,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP405,7/26/2019,2,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP406,7/26/2019,2,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP407,7/26/2019,8,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP408,7/26/2019,12,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP409,7/26/2019,12,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP410,7/26/2019,15,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP411,7/26/2019,16,FALSE,29
Potomac 2019 05 31 POD2807 file01.CP412,7/26/2019,16,TRUE,26
Potomac 2019 05 31 POD2807 file01.CP413,7/26/2019,17,FALSE,24
Potomac 2019 05 31 POD2807 file01.CP414,7/26/2019,17,TRUE,14
Potomac 2019 05 31 POD2807 file01.CP415,7/26/2019,18,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP416,7/26/2019,18,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP417,7/26/2019,19,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP418,7/26/2019,19,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP419,7/26/2019,20,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP420,7/26/2019,20,TRUE,47
Potomac 2019 05 31 POD2807 file01.CP421,7/26/2019,21,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP422,7/26/2019,21,TRUE,49
Potomac 2019 05 31 POD2807 file01.CP423,7/26/2019,22,FALSE,19
Potomac 2019 05 31 POD2807 file01.CP424,7/26/2019,22,TRUE,36
Potomac 2019 05 31 POD2807 file01.CP425,7/26/2019,23,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP426,7/26/2019,23,TRUE,30
Potomac 2019 05 31 POD2807 file01.CP427,7/27/2019,0,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP428,7/27/2019,0,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP429,7/27/2019,1,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP430,7/27/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP431,7/27/2019,2,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP432,7/27/2019,3,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP433,7/27/2019,11,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP434,7/27/2019,12,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP435,7/27/2019,12,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP436,7/27/2019,13,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP437,7/27/2019,13,TRUE,11
Potomac 2019 05 31 POD2807 file01.CP438,7/27/2019,15,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP439,7/27/2019,16,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP440,7/27/2019,16,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP441,7/27/2019,17,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP442,7/27/2019,17,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP443,7/27/2019,18,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP444,7/27/2019,18,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP445,7/27/2019,19,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP446,7/27/2019,19,TRUE,13
Potomac 2019 05 31 POD2807 file01.CP447,7/27/2019,20,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP448,7/27/2019,20,TRUE,23
Potomac 2019 05 31 POD2807 file01.CP449,7/27/2019,21,FALSE,22
Potomac 2019 05 31 POD2807 file01.CP450,7/27/2019,21,TRUE,18
Potomac 2019 05 31 POD2807 file01.CP451,7/27/2019,22,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP452,7/27/2019,22,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP453,7/27/2019,23,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP454,7/27/2019,23,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP455,7/28/2019,0,FALSE,29
Potomac 2019 05 31 POD2807 file01.CP456,7/28/2019,0,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP457,7/28/2019,1,FALSE,26
Potomac 2019 05 31 POD2807 file01.CP458,7/28/2019,1,TRUE,13
Potomac 2019 05 31 POD2807 file01.CP459,7/28/2019,2,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP460,7/28/2019,2,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP461,7/28/2019,4,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP462,7/28/2019,5,FALSE,30
Potomac 2019 05 31 POD2807 file01.CP463,7/28/2019,5,TRUE,13
Potomac 2019 05 31 POD2807 file01.CP464,7/28/2019,8,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP465,7/28/2019,8,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP466,7/28/2019,20,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP467,7/28/2019,21,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP468,7/28/2019,21,TRUE,30
Potomac 2019 05 31 POD2807 file01.CP469,7/29/2019,0,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP470,7/29/2019,0,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP471,7/29/2019,1,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP472,7/29/2019,1,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP473,7/29/2019,2,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP474,7/29/2019,8,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP475,7/29/2019,8,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP476,7/29/2019,15,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP477,7/29/2019,15,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP478,7/29/2019,21,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP479,7/29/2019,21,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP480,7/29/2019,22,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP481,7/29/2019,22,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP482,7/30/2019,3,FALSE,22
Potomac 2019 05 31 POD2807 file01.CP483,7/30/2019,3,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP484,7/30/2019,4,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP485,7/30/2019,5,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP486,7/30/2019,20,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP487,7/30/2019,20,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP488,7/31/2019,11,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP489,7/31/2019,12,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP490,7/31/2019,12,TRUE,20
Potomac 2019 05 31 POD2807 file01.CP491,7/31/2019,21,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP492,7/31/2019,21,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP493,8/1/2019,0,FALSE,26
Potomac 2019 05 31 POD2807 file01.CP494,8/1/2019,0,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP495,8/1/2019,1,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP496,8/1/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP497,8/1/2019,16,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP498,8/1/2019,16,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP499,8/1/2019,17,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP500,8/1/2019,19,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP501,8/1/2019,21,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP502,8/1/2019,21,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP503,8/1/2019,22,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP504,8/2/2019,1,FALSE,20
Potomac 2019 05 31 POD2807 file01.CP505,8/2/2019,1,TRUE,27
Potomac 2019 05 31 POD2807 file01.CP506,8/2/2019,2,FALSE,23
Potomac 2019 05 31 POD2807 file01.CP507,8/2/2019,2,TRUE,33
Potomac 2019 05 31 POD2807 file01.CP508,8/2/2019,3,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP509,8/2/2019,3,TRUE,29
Potomac 2019 05 31 POD2807 file01.CP510,8/2/2019,4,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP511,8/2/2019,17,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP512,8/2/2019,21,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP513,8/2/2019,21,TRUE,13
Potomac 2019 05 31 POD2807 file01.CP514,8/2/2019,22,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP515,8/2/2019,22,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP516,8/3/2019,3,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP517,8/3/2019,3,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP518,8/3/2019,4,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP519,8/3/2019,4,TRUE,12
Potomac 2019 05 31 POD2807 file01.CP520,8/3/2019,11,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP521,8/3/2019,12,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP522,8/3/2019,12,TRUE,25
Potomac 2019 05 31 POD2807 file01.CP523,8/3/2019,13,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP524,8/3/2019,13,TRUE,34
Potomac 2019 05 31 POD2807 file01.CP525,8/3/2019,14,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP526,8/3/2019,14,TRUE,37
Potomac 2019 05 31 POD2807 file01.CP527,8/3/2019,15,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP528,8/3/2019,15,TRUE,11
Potomac 2019 05 31 POD2807 file01.CP529,8/3/2019,16,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP530,8/3/2019,16,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP531,8/3/2019,22,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP532,8/3/2019,22,TRUE,21
Potomac 2019 05 31 POD2807 file01.CP533,8/3/2019,23,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP534,8/3/2019,23,TRUE,31
Potomac 2019 05 31 POD2807 file01.CP535,8/4/2019,0,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP536,8/4/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP537,8/4/2019,1,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP538,8/4/2019,2,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP539,8/4/2019,2,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP540,8/4/2019,3,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP541,8/4/2019,4,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP542,8/4/2019,6,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP543,8/4/2019,19,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP544,8/4/2019,19,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP545,8/4/2019,20,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP546,8/4/2019,20,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP547,8/4/2019,21,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP548,8/4/2019,21,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP549,8/4/2019,23,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP550,8/5/2019,2,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP551,8/5/2019,2,TRUE,10
Potomac 2019 05 31 POD2807 file01.CP552,8/5/2019,3,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP553,8/5/2019,3,TRUE,38
Potomac 2019 05 31 POD2807 file01.CP554,8/5/2019,4,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP555,8/5/2019,4,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP556,8/5/2019,13,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP557,8/5/2019,13,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP558,8/5/2019,17,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP559,8/5/2019,18,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP560,8/5/2019,18,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP561,8/6/2019,1,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP562,8/6/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP563,8/6/2019,2,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP564,8/6/2019,5,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP565,8/6/2019,6,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP566,8/6/2019,6,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP567,8/6/2019,19,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP568,8/6/2019,19,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP569,8/6/2019,20,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP570,8/6/2019,20,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP571,8/6/2019,21,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP572,8/6/2019,21,TRUE,26
Potomac 2019 05 31 POD2807 file01.CP573,8/6/2019,23,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP574,8/6/2019,23,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP575,8/7/2019,0,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP576,8/7/2019,0,TRUE,33
Potomac 2019 05 31 POD2807 file01.CP577,8/7/2019,1,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP578,8/7/2019,1,TRUE,43
Potomac 2019 05 31 POD2807 file01.CP579,8/7/2019,2,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP580,8/7/2019,2,TRUE,14
Potomac 2019 05 31 POD2807 file01.CP581,8/7/2019,7,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP582,8/7/2019,7,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP583,8/7/2019,8,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP584,8/7/2019,8,TRUE,18
Potomac 2019 05 31 POD2807 file01.CP585,8/8/2019,7,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP586,8/8/2019,7,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP587,8/8/2019,8,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP588,8/8/2019,8,TRUE,9
Potomac 2019 05 31 POD2807 file01.CP589,8/8/2019,9,TRUE,12
Potomac 2019 05 31 POD2807 file01.CP590,8/8/2019,16,FALSE,4
Potomac 2019 05 31 POD2807 file01.CP591,8/8/2019,19,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP592,8/8/2019,19,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP593,8/8/2019,20,FALSE,21
Potomac 2019 05 31 POD2807 file01.CP594,8/8/2019,20,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP595,8/8/2019,21,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP596,8/8/2019,21,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP597,8/9/2019,1,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP598,8/9/2019,1,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP599,8/9/2019,2,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP600,8/9/2019,8,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP601,8/9/2019,21,FALSE,16
Potomac 2019 05 31 POD2807 file01.CP602,8/9/2019,21,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP603,8/9/2019,22,FALSE,30
Potomac 2019 05 31 POD2807 file01.CP604,8/9/2019,22,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP605,8/10/2019,3,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP606,8/10/2019,3,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP607,8/10/2019,4,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP608,8/10/2019,4,TRUE,10
Potomac 2019 05 31 POD2807 file01.CP609,8/10/2019,6,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP610,8/10/2019,6,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP611,8/10/2019,14,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP612,8/10/2019,14,TRUE,10
Potomac 2019 05 31 POD2807 file01.CP613,8/10/2019,18,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP614,8/10/2019,20,FALSE,13
Potomac 2019 05 31 POD2807 file01.CP615,8/10/2019,20,TRUE,11
Potomac 2019 05 31 POD2807 file01.CP616,8/10/2019,21,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP617,8/10/2019,21,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP618,8/10/2019,23,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP619,8/11/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP620,8/11/2019,1,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP621,8/12/2019,3,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP622,8/12/2019,3,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP623,8/12/2019,6,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP624,8/12/2019,6,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP625,8/12/2019,23,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP626,8/12/2019,23,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP627,8/13/2019,0,FALSE,12
Potomac 2019 05 31 POD2807 file01.CP628,8/13/2019,0,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP629,8/13/2019,2,FALSE,10
Potomac 2019 05 31 POD2807 file01.CP630,8/13/2019,2,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP631,8/13/2019,4,FALSE,7
Potomac 2019 05 31 POD2807 file01.CP632,8/13/2019,4,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP633,8/13/2019,6,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP634,8/13/2019,14,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP635,8/13/2019,21,FALSE,11
Potomac 2019 05 31 POD2807 file01.CP636,8/13/2019,21,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP637,8/14/2019,0,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP638,8/14/2019,0,TRUE,27
Potomac 2019 05 31 POD2807 file01.CP639,8/14/2019,1,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP640,8/14/2019,1,TRUE,18
Potomac 2019 05 31 POD2807 file01.CP641,8/14/2019,2,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP642,8/14/2019,2,TRUE,11
Potomac 2019 05 31 POD2807 file01.CP643,8/14/2019,3,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP644,8/14/2019,3,TRUE,6
Potomac 2019 05 31 POD2807 file01.CP645,8/14/2019,8,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP646,8/14/2019,8,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP647,8/14/2019,12,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP648,8/15/2019,9,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP649,8/15/2019,11,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP650,8/15/2019,14,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP651,8/15/2019,21,FALSE,17
Potomac 2019 05 31 POD2807 file01.CP652,8/15/2019,21,TRUE,12
Potomac 2019 05 31 POD2807 file01.CP653,8/16/2019,1,FALSE,2
Potomac 2019 05 31 POD2807 file01.CP654,8/16/2019,1,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP655,8/16/2019,2,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP656,8/16/2019,2,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP657,8/16/2019,4,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP658,8/16/2019,4,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP659,8/16/2019,21,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP660,8/16/2019,21,TRUE,19
Potomac 2019 05 31 POD2807 file01.CP661,8/16/2019,22,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP662,8/16/2019,22,TRUE,40
Potomac 2019 05 31 POD2807 file01.CP663,8/17/2019,0,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP664,8/17/2019,0,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP665,8/17/2019,1,FALSE,31
Potomac 2019 05 31 POD2807 file01.CP666,8/17/2019,1,TRUE,23
Potomac 2019 05 31 POD2807 file01.CP667,8/17/2019,2,FALSE,25
Potomac 2019 05 31 POD2807 file01.CP668,8/17/2019,2,TRUE,7
Potomac 2019 05 31 POD2807 file01.CP669,8/17/2019,4,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP670,8/17/2019,4,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP671,8/17/2019,5,FALSE,14
Potomac 2019 05 31 POD2807 file01.CP672,8/17/2019,16,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP673,8/17/2019,16,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP674,8/17/2019,21,FALSE,26
Potomac 2019 05 31 POD2807 file01.CP675,8/17/2019,21,TRUE,12
Potomac 2019 05 31 POD2807 file01.CP676,8/17/2019,22,FALSE,19
Potomac 2019 05 31 POD2807 file01.CP677,8/17/2019,22,TRUE,16
Potomac 2019 05 31 POD2807 file01.CP678,8/17/2019,23,FALSE,30
Potomac 2019 05 31 POD2807 file01.CP679,8/17/2019,23,TRUE,13
Potomac 2019 05 31 POD2807 file01.CP680,8/18/2019,0,FALSE,9
Potomac 2019 05 31 POD2807 file01.CP681,8/18/2019,1,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP682,8/18/2019,3,FALSE,8
Potomac 2019 05 31 POD2807 file01.CP683,8/18/2019,3,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP684,8/18/2019,5,FALSE,3
Potomac 2019 05 31 POD2807 file01.CP685,8/18/2019,6,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP686,8/18/2019,14,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP687,8/19/2019,1,FALSE,18
Potomac 2019 05 31 POD2807 file01.CP688,8/19/2019,1,TRUE,25
Potomac 2019 05 31 POD2807 file01.CP689,8/19/2019,2,FALSE,23
Potomac 2019 05 31 POD2807 file01.CP690,8/19/2019,2,TRUE,27
Potomac 2019 05 31 POD2807 file01.CP691,8/19/2019,3,FALSE,15
Potomac 2019 05 31 POD2807 file01.CP692,8/19/2019,3,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP693,8/19/2019,4,FALSE,6
Potomac 2019 05 31 POD2807 file01.CP694,8/19/2019,4,TRUE,16
Potomac 2019 05 31 POD2807 file01.CP695,8/19/2019,6,FALSE,5
Potomac 2019 05 31 POD2807 file01.CP696,8/19/2019,17,FALSE,1
Potomac 2019 05 31 POD2807 file01.CP697,8/19/2019,17,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP698,8/20/2019,1,FALSE,1
