Filename,Date,Hour,Foraging,n
Potomac 2018 06 08 POD2807 file01.CP3,6/9/2018,5,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP4,6/9/2018,5,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP5,6/9/2018,23,FALSE,33
Potomac 2018 06 08 POD2807 file01.CP6,6/9/2018,23,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP7,6/10/2018,0,FALSE,19
Potomac 2018 06 08 POD2807 file01.CP8,6/10/2018,0,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP9,6/10/2018,1,FALSE,15
Potomac 2018 06 08 POD2807 file01.CP10,6/10/2018,1,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP11,6/10/2018,2,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP12,6/10/2018,2,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP13,6/10/2018,3,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP14,6/10/2018,10,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP15,6/10/2018,10,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP16,6/10/2018,11,FALSE,21
Potomac 2018 06 08 POD2807 file01.CP17,6/10/2018,11,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP18,6/10/2018,14,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP19,6/10/2018,14,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP20,6/10/2018,15,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP21,6/10/2018,15,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP22,6/10/2018,16,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP23,6/10/2018,17,FALSE,18
Potomac 2018 06 08 POD2807 file01.CP24,6/10/2018,17,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP25,6/10/2018,23,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP26,6/10/2018,23,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP27,6/11/2018,0,FALSE,22
Potomac 2018 06 08 POD2807 file01.CP28,6/11/2018,0,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP29,6/11/2018,1,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP30,6/11/2018,16,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP31,6/11/2018,16,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP32,6/11/2018,19,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP33,6/11/2018,22,FALSE,11
Potomac 2018 06 08 POD2807 file01.CP34,6/11/2018,23,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP35,6/12/2018,3,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP36,6/12/2018,4,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP37,6/12/2018,15,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP38,6/12/2018,20,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP39,6/12/2018,20,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP40,6/13/2018,3,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP41,6/13/2018,4,FALSE,16
Potomac 2018 06 08 POD2807 file01.CP42,6/13/2018,4,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP43,6/13/2018,6,FALSE,14
Potomac 2018 06 08 POD2807 file01.CP44,6/13/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP45,6/13/2018,7,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP46,6/13/2018,9,FALSE,32
Potomac 2018 06 08 POD2807 file01.CP47,6/13/2018,9,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP48,6/13/2018,10,FALSE,10
Potomac 2018 06 08 POD2807 file01.CP49,6/13/2018,10,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP50,6/13/2018,11,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP51,6/13/2018,11,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP52,6/13/2018,12,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP53,6/13/2018,13,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP54,6/13/2018,14,FALSE,10
Potomac 2018 06 08 POD2807 file01.CP55,6/13/2018,14,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP56,6/13/2018,16,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP57,6/13/2018,16,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP58,6/13/2018,19,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP59,6/13/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP60,6/13/2018,20,FALSE,21
Potomac 2018 06 08 POD2807 file01.CP61,6/13/2018,20,TRUE,28
Potomac 2018 06 08 POD2807 file01.CP62,6/13/2018,21,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP63,6/13/2018,21,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP64,6/13/2018,22,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP65,6/13/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP66,6/13/2018,23,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP67,6/13/2018,23,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP68,6/14/2018,7,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP69,6/14/2018,13,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP70,6/14/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP71,6/14/2018,18,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP72,6/14/2018,19,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP73,6/14/2018,21,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP74,6/14/2018,21,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP75,6/14/2018,22,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP76,6/15/2018,6,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP77,6/15/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP78,6/15/2018,12,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP79,6/15/2018,13,FALSE,11
Potomac 2018 06 08 POD2807 file01.CP80,6/15/2018,13,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP81,6/15/2018,14,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP82,6/16/2018,0,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP83,6/16/2018,0,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP84,6/16/2018,1,FALSE,17
Potomac 2018 06 08 POD2807 file01.CP85,6/16/2018,2,FALSE,27
Potomac 2018 06 08 POD2807 file01.CP86,6/16/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP87,6/16/2018,3,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP88,6/16/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP89,6/16/2018,4,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP90,6/16/2018,6,FALSE,18
Potomac 2018 06 08 POD2807 file01.CP91,6/16/2018,6,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP92,6/16/2018,7,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP93,6/16/2018,23,FALSE,11
Potomac 2018 06 08 POD2807 file01.CP94,6/17/2018,5,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP95,6/17/2018,10,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP96,6/17/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP97,6/17/2018,11,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP98,6/17/2018,12,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP99,6/17/2018,13,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP100,6/17/2018,14,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP101,6/17/2018,17,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP102,6/17/2018,17,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP103,6/17/2018,18,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP104,6/17/2018,21,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP105,6/17/2018,22,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP106,6/17/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP107,6/17/2018,23,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP108,6/18/2018,0,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP109,6/18/2018,1,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP110,6/18/2018,3,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP111,6/18/2018,5,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP112,6/18/2018,9,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP113,6/18/2018,15,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP114,6/18/2018,15,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP115,6/18/2018,17,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP116,6/18/2018,17,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP117,6/18/2018,18,FALSE,19
Potomac 2018 06 08 POD2807 file01.CP118,6/18/2018,18,TRUE,25
Potomac 2018 06 08 POD2807 file01.CP119,6/19/2018,0,FALSE,21
Potomac 2018 06 08 POD2807 file01.CP120,6/19/2018,0,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP121,6/19/2018,1,FALSE,27
Potomac 2018 06 08 POD2807 file01.CP122,6/19/2018,1,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP123,6/19/2018,2,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP124,6/19/2018,5,FALSE,26
Potomac 2018 06 08 POD2807 file01.CP125,6/19/2018,5,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP126,6/19/2018,6,FALSE,15
Potomac 2018 06 08 POD2807 file01.CP127,6/19/2018,6,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP128,6/19/2018,8,FALSE,16
Potomac 2018 06 08 POD2807 file01.CP129,6/19/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP130,6/19/2018,9,FALSE,3
Potomac 2018 06 08 POD2807 file01.CP131,6/19/2018,20,FALSE,6
Potomac 2018 06 08 POD2807 file01.CP132,6/20/2018,1,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP133,6/20/2018,1,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP134,6/20/2018,2,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP135,6/20/2018,2,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP136,6/20/2018,7,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP137,6/20/2018,7,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP138,6/20/2018,11,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP139,6/20/2018,19,FALSE,22
Potomac 2018 06 08 POD2807 file01.CP140,6/20/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP141,6/20/2018,20,FALSE,21
Potomac 2018 06 08 POD2807 file01.CP142,6/20/2018,22,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP143,6/20/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP144,6/21/2018,2,FALSE,16
Potomac 2018 06 08 POD2807 file01.CP145,6/21/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP146,6/21/2018,11,FALSE,28
Potomac 2018 06 08 POD2807 file01.CP147,6/21/2018,11,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP148,6/21/2018,12,FALSE,9
Potomac 2018 06 08 POD2807 file01.CP149,6/22/2018,9,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP150,6/22/2018,10,FALSE,11
Potomac 2018 06 08 POD2807 file01.CP151,6/22/2018,10,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP152,6/22/2018,19,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP153,6/23/2018,0,FALSE,7
Potomac 2018 06 08 POD2807 file01.CP154,6/23/2018,1,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP155,6/23/2018,1,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP156,6/23/2018,4,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP157,6/23/2018,5,FALSE,5
Potomac 2018 06 08 POD2807 file01.CP158,6/23/2018,5,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP159,6/23/2018,7,FALSE,12
Potomac 2018 06 08 POD2807 file01.CP160,6/23/2018,7,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP161,6/23/2018,8,FALSE,15
Potomac 2018 06 08 POD2807 file01.CP162,6/23/2018,9,FALSE,4
Potomac 2018 06 08 POD2807 file01.CP163,6/23/2018,12,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP164,6/23/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP165,6/23/2018,14,FALSE,1
Potomac 2018 06 08 POD2807 file01.CP166,6/23/2018,16,FALSE,2
Potomac 2018 06 08 POD2807 file01.CP167,6/23/2018,17,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP168,6/23/2018,19,FALSE,8
Potomac 2018 06 08 POD2807 file01.CP169,6/23/2018,21,FALSE,6
